first_name	last_name	U		0		state		
Alex	Doughnut	F	18052021	0		IA	16353136243	
Alex	Sourdough	F	23121938	0		VT	1377447673	
Asheley	Dough	F	09071972	0		IA	6642914963	
Thomas	Crisp	M	18101972	0		IA	5763563243	
Ashleigh	Doughnut	F	12092019	0		TX	18716088501	
Asheley	Dough	F	01112009	0		TX	13752211238	
Asheley	Doughnut	F	01051989	0		IA	2923582903	
Todd	Doughnut	M	17081930	0		TX	14987513034	
John	Sourdough	M	02111966	0		CA	15648595188	
Carman	Doughnut	F	09011952	0		IA	16866085937	
Carman	Doughnut	F	11031995	0		VT	4124823204	
Jim	Curler	M	04081979	0		TX	8801527936	
Carman	Fryer	F	24071926	0		TX	7764722462	
Jim	Do	M	25041989	0		IA	2827324890	
Thomas	Do	M	10102030	0		VT	16768122224	
Lisa	Doughnut	F	13121955	0		TX	7625916807	
Lisa	Doughnut	F	06011959	0		TX	4103563595	
Lisa	Fryer	F	27062029	0		VT	11463794947	
Ashleigh	Doughnut	F	27061932	0		CA	13423981069	
Alex	Doe	M	17051960	0		IA	3581274291	
Todd	Fryer	M	22081954	0		CA	2763633885	
Alex	Doughnut	F	06031980	0		TX	7691568847	
Alex	Sourdough	F	28102027	0		VT	15514558761	
Lisa	Curler	F	18082023	0		TX	7398954550	
Carman	Crisp	F	18111949	0		TX	1264644103	
Ashleigh	Dough	F	21092015	0		VT	8006616724	
Thomas	Fryer	M	14061977	0		IA	3031334971	
Ashleigh	Crisp	F	25011982	0		IA	2348956297	
Alex	Curler	F	18092005	0		IA	2001915517	
Lisa	Doughnut	F	21071916	0		CA	4028146361	
Ben	Sourdough	M	19071992	0		IA	14415326625	
Ben	Doe	M	10112003	0		IA	11267028219	
Alex	Dough	M	15021947	0		VT	17804674864	
Ben	Fryer	M	03022004	0		IA	2413877620	
Alex	Dough	F	26091999	0		IA	2965173003	
John	Curler	M	06021968	0		IA	5586233080	
Alex	Fryer	M	14031976	0		CA	4838866757	
Asheley	Doughnut	F	13042025	0		IA	11068572084	
Thomas	Curler	M	09091967	0		CA	5385643971	
Ben	Fryer	M	06011984	0		TX	3387816279	
Jim	Doughnut	M	05032031	0		CA	11336197134	
Ben	Crisp	M	14071925	0		IA	13075197717	
Carman	Doughnut	F	29011977	0		VT	14075394042	
Alex	Doughnut	F	08071966	0		VT	6045031032	
Thomas	Sourdough	M	31032010	0		TX	5512448329	
Todd	Doughnut	M	05121961	0		VT	6675154639	
Todd	Curler	M	03051942	0		VT	17237226616	
Jim	Dough	M	16011955	0		IA	6314571136	
Jim	Doe	M	20101938	0		IA	15994993249	
Todd	Fryer	M	18091933	0		CA	16891548486	
Alex	Doe	M	12052014	0		TX	2817911683	
Jim	Doe	M	18031994	0		VT	8003448878	
Asheley	Fryer	F	25061999	0		TX	2351785763	
Asheley	Sourdough	F	31011960	0		IA	11542481767	
Ashleigh	Sourdough	F	19091937	0		VT	3911233770	
Alex	Crisp	F	03121968	0		TX	15665437296	
Asheley	Do	F	10041956	0		TX	4885692493	
Alex	Sourdough	F	02121977	0		VT	5546906597	
Ashleigh	Doughnut	F	16031975	0		VT	6841624117	
Carman	Curler	F	07101934	0		VT	5813846201	
Alex	Dough	M	01111959	0		IA	1282744582	
Ashleigh	Doe	F	31122021	0		VT	5295768179	
Alex	Fryer	M	24121970	0		IA	8853076900	
Thomas	Dough	M	23062020	0		IA	3523828647	
Thomas	Doughnut	M	29031981	0		VT	13183271995	
Alex	Doughnut	F	03011915	0		TX	2364631964	
Carman	Sourdough	F	11051956	0		TX	5328597934	
Alex	Doughnut	F	04091968	0		TX	8448712208	
Carman	Do	F	01061979	0		IA	8304672850	
Alex	Curler	F	10071975	0		VT	16468647608	
Asheley	Curler	F	22061970	0		IA	14132998704	
Carman	Doe	F	21031980	0		VT	6746275876	
Asheley	Sourdough	F	08032017	0		TX	6796812359	
Lisa	Sourdough	F	23011923	0		TX	6136895359	
Alex	Do	M	22111961	0		TX	8406647588	
Alex	Do	F	01021979	0		IA	4666478874	
John	Fryer	M	19121922	0		VT	8945954208	
John	Dough	M	23011953	0		IA	1194482579	
Todd	Dough	M	22012011	0		IA	12538768983	
Alex	Doe	M	03031943	0		TX	5352126845	
Thomas	Fryer	M	12051963	0		CA	2111745446	
Carman	Fryer	F	22102028	0		TX	3224477085	
Alex	Do	F	26041958	0		VT	6935371636	
Ben	Doughnut	M	13062010	0		IA	16672301833	
Lisa	Doughnut	F	04062012	0		TX	3673757031	
Jim	Doughnut	M	20121978	0		IA	16442494031	
Lisa	Doe	F	24021975	0		CA	16346542129	
John	Doughnut	M	19111984	0		VT	6313946842	
Thomas	Do	M	11061943	0		CA	5312698900	
Todd	Fryer	M	03091927	0		VT	2233801877	
Todd	Do	M	28121997	0		VT	8681741436	
Ben	Crisp	M	14092009	0		VT	1392245875	
Ben	Fryer	M	12121967	0		TX	1803092003	
Todd	Do	M	14011933	0		CA	1045092219	
Ashleigh	Crisp	F	19031923	0		CA	15046308197	
Asheley	Sourdough	F	14091988	0		IA	3211592488	
Asheley	Dough	F	24021944	0		CA	1412293856	
Carman	Dough	F	28032015	0		VT	1888424283	
Alex	Curler	F	13041947	0		IA	3654436059	
Jim	Fryer	M	08022029	0		TX	2267826684	
Alex	Dough	M	21032019	0		IA	5548416269	
Alex	Do	F	26091912	0		IA	3664615832	
Thomas	Doe	M	11111944	0		TX	11285308029	
Lisa	Dough	F	31122004	0		TX	5477207207	
Carman	Dough	F	24011981	0		IA	5651301128	
Ben	Fryer	M	08071918	0		IA	7317473267	
Lisa	Doe	F	13021919	0		IA	3321477584	
Todd	Doughnut	M	17041964	0		VT	17678787924	
Ashleigh	Doughnut	F	15121993	0		IA	12822583519	
Carman	Curler	F	24071951	0		IA	3847326130	
Alex	Dough	F	31102000	0		CA	8752192898	
Thomas	Crisp	M	29091987	0		VT	16928803598	
Lisa	Dough	F	29041964	0		VT	11633525833	
Lisa	Crisp	F	03061979	0		VT	5033146378	
Lisa	Crisp	F	06041955	0		VT	3077701813	
Thomas	Sourdough	M	23032013	0		TX	7527254558	
John	Do	M	13052009	0		CA	1344573198	
Alex	Sourdough	F	26061963	0		TX	5473196954	
Alex	Do	F	08082029	0		VT	4606016084	
Lisa	Doe	F	17052002	0		CA	11345618886	
Asheley	Dough	F	13071941	0		VT	5878196226	
Thomas	Doe	M	20102011	0		CA	18985091817	
Asheley	Do	F	12011916	0		VT	5706817577	
Lisa	Curler	F	22121964	0		IA	8586005060	
Lisa	Crisp	F	14102008	0		VT	5304536816	
Carman	Curler	F	25041962	0		CA	3092063080	
Jim	Sourdough	M	18051952	0		CA	12188806994	
John	Sourdough	M	09011935	0		IA	7306322946	
Ashleigh	Do	F	05081951	0		IA	14238457205	
Jim	Crisp	M	13101931	0		IA	8075637272	
Jim	Sourdough	M	12051919	0		IA	7491614101	
Jim	Sourdough	M	07081993	0		CA	6564903636	
Thomas	Crisp	M	28011940	0		IA	1547541401	
Asheley	Sourdough	F	19111990	0		CA	1477751910	
Carman	Doughnut	F	27021929	0		CA	1815956264	
Jim	Doe	M	24031922	0		CA	4486897582	
Ben	Do	M	09011991	0		CA	1086152805	
Carman	Dough	F	14062005	0		VT	8523393209	
Lisa	Dough	F	22072011	0		CA	8522915458	
John	Fryer	M	23031947	0		TX	2573877788	
Carman	Dough	F	10091937	0		TX	7142971286	
John	Fryer	M	24092003	0		CA	1254116914	
Thomas	Dough	M	21041944	0		CA	11466956189	
Alex	Dough	M	01021930	0		VT	8906385009	
Alex	Crisp	M	08011925	0		VT	12101783420	
Ben	Doe	M	19082022	0		TX	5243652520	
Lisa	Dough	F	21041970	0		VT	8956116917	
Asheley	Dough	F	26111966	0		TX	2115312012	
Todd	Crisp	M	18101913	0		VT	8661203023	
Todd	Curler	M	25052024	0		IA	4232978046	
Jim	Crisp	M	31071955	0		VT	14454106972	
Lisa	Doe	F	10091962	0		VT	6732874077	
Todd	Doe	M	28061943	0		VT	3645602276	
Carman	Do	F	18102021	0		IA	3911391288	
Asheley	Fryer	F	06021942	0		TX	1116904421	
Alex	Curler	M	26011965	0		VT	3814481847	
Carman	Curler	F	26011913	0		TX	1556792289	
Jim	Doughnut	M	16091954	0		VT	2281615620	
Asheley	Fryer	F	24032029	0		IA	7917917606	
Ashleigh	Doe	F	17021922	0		VT	2281253390	
Jim	Curler	M	14031919	0		CA	3372682374	
Jim	Doe	M	17031950	0		TX	16238783822	
Carman	Dough	F	11121964	0		IA	6246774221	
Thomas	Crisp	M	08101923	0		VT	7543473882	
Jim	Sourdough	M	03121939	0		IA	6241861073	
John	Curler	M	04111942	0		CA	17065911800	
Ashleigh	Fryer	F	25101991	0		IA	3407374181	
Lisa	Crisp	F	24041915	0		CA	1696214161	
Todd	Doe	M	28081981	0		VT	3173285336	
Ben	Do	M	17081957	0		TX	6318913351	
Jim	Fryer	M	04082000	0		IA	14174912045	
Jim	Crisp	M	01032012	0		VT	1935821884	
Todd	Sourdough	M	30051952	0		TX	7705334695	
Ben	Doe	M	23012001	0		IA	11453958573	
Alex	Doughnut	F	22102015	0		VT	8755592249	
Ben	Curler	M	11021972	0		CA	15807386091	
Alex	Fryer	F	02051933	0		IA	15168778288	
Alex	Curler	M	15091977	0		TX	8211466058	
Alex	Doughnut	M	28032018	0		CA	13098167048	
Alex	Dough	M	03071924	0		IA	3814607920	
Alex	Dough	M	04031916	0		TX	3923581237	
Lisa	Sourdough	F	07082013	0		CA	15556432514	
Alex	Doe	M	17092004	0		IA	15143366803	
John	Do	M	04052023	0		VT	4214468707	
Thomas	Dough	M	13121924	0		VT	2847192886	
Carman	Dough	F	11121953	0		CA	2972608110	
Jim	Doughnut	M	27031912	0		IA	12395542128	
Alex	Curler	F	20041963	0		TX	18318068789	
Thomas	Fryer	M	29102022	0		TX	5292773457	
Jim	Dough	M	09031941	0		CA	7696346279	
Asheley	Curler	F	30062014	0		VT	4472128193	
Alex	Doe	F	10101974	0		IA	4403477494	
Ben	Dough	M	27082005	0		CA	17482237007	
Jim	Sourdough	M	06031996	0		TX	3924951396	
Jim	Do	M	07091983	0		TX	2091762606	
John	Dough	M	06111915	0		VT	8256784139	
Alex	Dough	F	28052015	0		CA	3446471301	
Carman	Sourdough	F	25102024	0		TX	8527436122	
Alex	Sourdough	F	18062029	0		IA	6604228602	
John	Doe	M	03072005	0		VT	4236841117	
Jim	Fryer	M	09031938	0		TX	2804742304	
John	Do	M	24011955	0		CA	17218896255	
Carman	Curler	F	17031963	0		VT	6303468719	
Carman	Crisp	F	11081990	0		IA	8465404986	
Lisa	Fryer	F	23122005	0		IA	6743211639	
Alex	Curler	F	02081920	0		VT	15278554032	
Lisa	Sourdough	F	30011987	0		VT	3136797270	
Ben	Sourdough	M	05081969	0		TX	17923045508	
Carman	Doe	F	02051995	0		CA	13242925602	
Thomas	Do	M	17051928	0		TX	2275453163	
Carman	Doe	F	26011942	0		CA	4273197795	
Alex	Crisp	F	13121936	0		VT	4435323438	
John	Doe	M	30011920	0		VT	14118184891	
Alex	Doughnut	M	16111954	0		CA	3067125540	
Lisa	Do	F	15052016	0		CA	3517213245	
Alex	Sourdough	M	07031933	0		CA	4228001777	
Todd	Fryer	M	18071979	0		CA	6597128076	
Ben	Do	M	21111970	0		VT	7885831352	
Asheley	Sourdough	F	10041949	0		VT	7886193001	
Todd	Crisp	M	16061994	0		TX	2492845982	
John	Crisp	M	11102030	0		TX	3698117049	
Ashleigh	Doe	F	26091954	0		VT	1082021946	
Alex	Doughnut	F	14041993	0		CA	13807771060	
Todd	Fryer	M	03071943	0		IA	6737246418	
Jim	Doughnut	M	24091981	0		IA	2921693295	
John	Doe	M	15031917	0		IA	8611345613	
Lisa	Do	F	01021928	0		CA	18923351572	
Jim	Crisp	M	22111946	0		IA	8213065496	
Asheley	Fryer	F	24121992	0		IA	7165457600	
Jim	Sourdough	M	17101976	0		CA	8494026976	
Ashleigh	Dough	F	15062004	0		IA	1771317532	
Ashleigh	Curler	F	11071955	0		TX	5251226121	
Thomas	Sourdough	M	13111963	0		VT	2256158179	
Todd	Doughnut	M	01041988	0		IA	13227367302	
Lisa	Do	F	19082027	0		CA	2505006106	
Todd	Doughnut	M	09061943	0		CA	7266022836	
Alex	Dough	F	24041985	0		CA	4036987438	
Ashleigh	Dough	F	02062024	0		CA	15645881238	
Ben	Doughnut	M	22071930	0		VT	7155495890	
Alex	Fryer	F	27071932	0		CA	3703282115	
Ben	Curler	M	13091996	0		VT	5398376493	
Lisa	Doughnut	F	12071936	0		CA	2812247724	
Alex	Fryer	M	04012000	0		VT	3313396120	
Ben	Sourdough	M	21011968	0		IA	12902077212	
John	Doughnut	M	17081994	0		TX	2427184503	
Ben	Do	M	09011973	0		TX	8335231749	
John	Curler	M	14021974	0		VT	4346591751	
Alex	Crisp	F	07071924	0		TX	1128596844	
Ashleigh	Fryer	F	21082025	0		VT	3561652110	
Thomas	Curler	M	07021997	0		VT	2422442778	
John	Doe	M	02091980	0		IA	5881305751	
Asheley	Do	F	28021916	0		CA	7405878790	
Asheley	Curler	F	16111949	0		CA	5914448974	
Lisa	Crisp	F	21101949	0		CA	15315162184	
Asheley	Dough	F	02112002	0		VT	4138417791	
Alex	Crisp	M	15021951	0		VT	16118555654	
Jim	Doe	M	07022031	0		TX	5845267459	
Alex	Sourdough	F	16031929	0		CA	1406887055	
Lisa	Fryer	F	08042028	0		CA	1514213491	
Lisa	Sourdough	F	02052008	0		TX	5502885201	
Ben	Fryer	M	25011945	0		VT	3154138702	
Alex	Doughnut	F	28121931	0		VT	5444482113	
Alex	Fryer	F	21062013	0		CA	1478437927	
Jim	Do	M	17062014	0		CA	5895314223	
John	Curler	M	11111968	0		TX	1532798867	
Lisa	Doe	F	30072026	0		VT	1478888509	
Carman	Sourdough	F	14021996	0		IA	12885184059	
Todd	Doughnut	M	06101995	0		IA	3717283819	
Carman	Doughnut	F	30111989	0		IA	2571668731	
Jim	Fryer	M	05041945	0		IA	5663112220	
Alex	Fryer	F	08101968	0		CA	5227514371	
Lisa	Crisp	F	14061924	0		CA	3777244528	
Alex	Doughnut	F	26061925	0		TX	6524744529	
John	Curler	M	08051913	0		IA	6564718815	
Jim	Curler	M	02031999	0		IA	4774015470	
John	Curler	M	01041948	0		IA	15291002608	
Alex	Do	M	08062012	0		TX	8331331622	
Jim	Sourdough	M	22062020	0		IA	7616958128	
Carman	Doe	F	23071953	0		TX	8591838753	
John	Do	M	12011933	0		TX	1496127832	
Carman	Sourdough	F	12111924	0		CA	1984025902	
Asheley	Do	F	31031967	0		TX	3945696697	
Alex	Doe	M	19062013	0		VT	1831374667	
Asheley	Doe	F	31071912	0		IA	6678606206	
Todd	Doughnut	M	24042011	0		CA	17451665198	
Thomas	Crisp	M	06121970	0		TX	1992652286	
Alex	Sourdough	F	05101985	0		CA	16913494186	
Lisa	Crisp	F	25041971	0		VT	12533706538	
Jim	Dough	M	14042027	0		IA	1656562888	
Ashleigh	Sourdough	F	05111964	0		VT	7057016461	
Alex	Doughnut	M	15122014	0		CA	8138652024	
Lisa	Curler	F	28111911	0		TX	3866615090	
Alex	Curler	F	04031955	0		IA	7284287499	
Ben	Crisp	M	25061997	0		IA	15612061943	
Thomas	Fryer	M	28102020	0		TX	6354138459	
Thomas	Do	M	30091955	0		CA	16864843562	
Ashleigh	Doe	F	26022026	0		TX	6258242719	
Alex	Curler	M	01122016	0		CA	5222294983	
Alex	Crisp	M	11012005	0		CA	12141462262	
Alex	Curler	M	24061986	0		TX	1971614576	
Thomas	Doughnut	M	13031992	0		IA	14744885589	
Asheley	Sourdough	F	12071998	0		CA	11887224835	
John	Dough	M	20081916	0		IA	7528038754	
Ben	Fryer	M	07071945	0		TX	16265701956	
Thomas	Fryer	M	01121947	0		VT	6718368995	
Todd	Doughnut	M	16072013	0		TX	7133141069	
Ashleigh	Sourdough	F	13111941	0		VT	2913481742	
Todd	Doe	M	16121938	0		TX	4513457176	
Carman	Doughnut	F	15051972	0		CA	12053171133	
Thomas	Crisp	M	04081914	0		TX	18954282909	
Asheley	Crisp	F	24031971	0		TX	8802615263	
Carman	Curler	F	12061995	0		CA	4192153832	
Thomas	Sourdough	M	12102026	0		IA	6276623158	
Todd	Curler	M	02061972	0		TX	5973856845	
Alex	Curler	M	17102002	0		VT	6051971415	
Lisa	Crisp	F	20072021	0		TX	14491355406	
Alex	Crisp	F	15081936	0		TX	6077391258	
Ben	Sourdough	M	16052010	0		VT	12263308417	
Lisa	Doughnut	F	19102007	0		IA	5796873012	
Alex	Fryer	F	15091975	0		CA	4817855201	
John	Do	M	10041974	0		VT	7058315236	
Jim	Sourdough	M	03041954	0		TX	17318508074	
Alex	Curler	M	29062028	0		TX	3636387472	
John	Doe	M	26112019	0		TX	8772922181	
Alex	Fryer	M	14101929	0		CA	5044537593	
Thomas	Curler	M	25042030	0		VT	12638094811	
Alex	Curler	F	23121999	0		VT	18008583162	
John	Sourdough	M	18062029	0		TX	14831412204	
Lisa	Crisp	F	09042016	0		TX	1186874181	
Carman	Dough	F	11021956	0		VT	7178603985	
Ashleigh	Dough	F	23081916	0		IA	4076784200	
Lisa	Curler	F	23061943	0		TX	1636253500	
Todd	Fryer	M	30042016	0		IA	5428123184	
John	Doe	M	15102029	0		IA	15332268987	
Carman	Doe	F	17091941	0		VT	14008096462	
Alex	Do	F	31072024	0		IA	5716955842	
Asheley	Doe	F	21071927	0		IA	4252173785	
John	Fryer	M	24062002	0		IA	4854711073	
Todd	Sourdough	M	27031954	0		CA	8418975817	
Alex	Doughnut	F	20021991	0		CA	3033995482	
Carman	Do	F	06091989	0		CA	7046326317	
Todd	Fryer	M	28091960	0		TX	15357934200	
Todd	Dough	M	14062019	0		VT	4685126192	
Lisa	Doughnut	F	25101955	0		TX	3523355404	
Ashleigh	Curler	F	30061928	0		CA	5776177071	
Ashleigh	Curler	F	07011955	0		IA	4376026029	
Alex	Crisp	F	12031952	0		IA	8566307388	
Ashleigh	Doughnut	F	24091949	0		IA	1467212235	
Carman	Curler	F	10082018	0		TX	1287101751	
Alex	Crisp	F	16091975	0		CA	1045494861	
Thomas	Curler	M	21052014	0		CA	5634292732	
Ashleigh	Fryer	F	06112021	0		IA	6336094180	
Asheley	Doughnut	F	26031984	0		VT	4681131052	
Todd	Crisp	M	28061995	0		CA	6743997177	
Todd	Crisp	M	15102022	0		VT	8191337058	
Asheley	Dough	F	20092021	0		VT	7897365047	
Thomas	Do	M	03111958	0		TX	1452221202	
Todd	Sourdough	M	14121914	0		IA	3747552095	
Alex	Curler	F	24051956	0		CA	18632716594	
Jim	Do	M	24082013	0		TX	14893376832	
Todd	Crisp	M	28082005	0		IA	3445874053	
Jim	Sourdough	M	06022001	0		VT	15892011554	
Asheley	Dough	F	07071967	0		TX	7677024720	
John	Curler	M	07061996	0		TX	1537563435	
Ashleigh	Dough	F	29011973	0		VT	4252511516	
Alex	Fryer	M	24031948	0		VT	8321536987	
Ben	Do	M	17041988	0		VT	5835962161	
Ben	Do	M	16121980	0		IA	4334937314	
Alex	Do	F	24022023	0		CA	17395152268	
Asheley	Doe	F	22042024	0		IA	1323181483	
Thomas	Sourdough	M	13112000	0		TX	15297085755	
Thomas	Doughnut	M	08112011	0		VT	3115383146	
Ashleigh	Do	F	11031976	0		IA	6152812065	
Alex	Doughnut	M	20061962	0		IA	3684574551	
Carman	Crisp	F	08051927	0		TX	18002284727	
Lisa	Doe	F	10072014	0		IA	2454922581	
Carman	Curler	F	14081917	0		TX	12067448780	
Alex	Fryer	F	15061978	0		VT	7156393241	
Jim	Dough	M	23052023	0		CA	13787253024	
Carman	Crisp	F	16051925	0		IA	5443461411	
Carman	Curler	F	26122028	0		CA	16364603285	
Ben	Doe	M	23122021	0		VT	4817784716	
John	Crisp	M	14111932	0		VT	2946946829	
Thomas	Do	M	27011995	0		CA	13326052145	
Alex	Sourdough	F	24061934	0		TX	11491257492	
Jim	Fryer	M	16082008	0		VT	3497544315	
Ben	Dough	M	26011959	0		IA	2913954495	
John	Sourdough	M	14032018	0		TX	14628305482	
Todd	Doe	M	03032019	0		TX	3001951872	
Ashleigh	Sourdough	F	14101969	0		IA	15516816465	
John	Dough	M	09041936	0		IA	6014628004	
Asheley	Dough	F	30081934	0		VT	8726588786	
Thomas	Crisp	M	25122011	0		TX	15992102706	
Ben	Sourdough	M	27121952	0		VT	18185327531	
Alex	Fryer	M	10021955	0		VT	2842761134	
Jim	Sourdough	M	14121994	0		TX	7235123226	
Lisa	Do	F	31101915	0		TX	13256896827	
Ashleigh	Crisp	F	21072028	0		TX	13812623758	
Ashleigh	Doughnut	F	19121993	0		TX	2152343531	
Carman	Do	F	25101986	0		IA	4342378205	
Asheley	Fryer	F	20081954	0		VT	2821997070	
Ashleigh	Crisp	F	30042027	0		IA	3066983899	
Alex	Crisp	M	07031915	0		IA	5893712296	
Thomas	Doughnut	M	31122021	0		TX	7303062513	
Ashleigh	Sourdough	F	27121970	0		TX	4294922584	
Todd	Do	M	31011986	0		TX	3967878037	
John	Dough	M	27021928	0		IA	1828834779	
Todd	Doe	M	23121973	0		TX	12711564245	
Ashleigh	Sourdough	F	11041977	0		TX	1276181683	
Thomas	Doughnut	M	27071923	0		VT	6015101751	
Thomas	Crisp	M	26091997	0		VT	8003531144	
Alex	Curler	F	12071932	0		TX	11008098281	
Jim	Do	M	01021997	0		TX	5353221191	
Ben	Fryer	M	31071928	0		CA	1745945280	
Asheley	Fryer	F	13031962	0		IA	5646982940	
Alex	Doughnut	F	28121986	0		TX	5094738090	
Ashleigh	Dough	F	19102027	0		VT	5061351414	
Carman	Crisp	F	11071968	0		VT	1472275206	
Ashleigh	Curler	F	18091935	0		CA	1207773863	
Todd	Doughnut	M	06012006	0		VT	5611986068	
Lisa	Crisp	F	21021927	0		IA	1726881031	
Jim	Curler	M	23092000	0		VT	2628802608	
Jim	Fryer	M	28051990	0		VT	1075267835	
Ashleigh	Dough	F	04092022	0		VT	14367664554	
Alex	Do	M	05071968	0		CA	14996913453	
Ashleigh	Curler	F	05011913	0		TX	3157658499	
Thomas	Dough	M	09122010	0		CA	5763686717	
Ben	Sourdough	M	31011916	0		VT	12611664195	
Alex	Sourdough	F	07121926	0		IA	1525778867	
Ben	Do	M	25061976	0		IA	7924171326	
Asheley	Do	F	22121922	0		IA	11137798168	
Jim	Curler	M	18101981	0		VT	2553636189	
Jim	Curler	M	02011914	0		CA	6196858282	
John	Dough	M	07021944	0		CA	2305048597	
Carman	Sourdough	F	03121919	0		VT	7948556595	
Ben	Doe	M	01062024	0		TX	5176631654	
Ben	Sourdough	M	11011952	0		VT	4766713423	
Ashleigh	Curler	F	17061945	0		TX	5015444313	
Jim	Doe	M	25031995	0		TX	14468733040	
Todd	Dough	M	23101959	0		VT	7311676201	
Thomas	Fryer	M	27061985	0		TX	7406462192	
Thomas	Dough	M	31071963	0		IA	3131082112	
Todd	Crisp	M	16091985	0		VT	14447057892	
Ben	Doe	M	28091957	0		CA	13017816231	
John	Dough	M	30112003	0		VT	3733541548	
John	Sourdough	M	04061921	0		CA	2258756186	
Carman	Curler	F	31052002	0		CA	5671571815	
Lisa	Dough	F	21121955	0		VT	1394655343	
Lisa	Do	F	29061928	0		CA	3995512077	
John	Doe	M	17052009	0		IA	1948473219	
Jim	Doughnut	M	03011978	0		TX	3408653510	
Alex	Curler	F	14031999	0		TX	5156535397	
Jim	Fryer	M	13072018	0		IA	3468534651	
Ben	Crisp	M	11031971	0		TX	1957468591	
Lisa	Fryer	F	07061947	0		VT	8588091993	
Alex	Dough	F	17051922	0		VT	4371638932	
Alex	Doe	M	02011929	0		TX	4487964303	
Carman	Doughnut	F	19011999	0		CA	8962975646	
Asheley	Dough	F	17091942	0		IA	16746648420	
Carman	Doe	F	18011968	0		IA	13783401758	
Ashleigh	Dough	F	25032014	0		TX	14654682007	
Ashleigh	Curler	F	04092026	0		IA	6815035360	
Lisa	Sourdough	F	12012019	0		TX	7084556884	
Ashleigh	Doughnut	F	15022001	0		TX	14897034858	
Carman	Do	F	14021947	0		CA	18662594391	
Lisa	Do	F	05041967	0		VT	2386637823	
Todd	Sourdough	M	28051918	0		CA	2022757693	
Ashleigh	Doe	F	22081939	0		TX	2822895081	
Todd	Crisp	M	24081993	0		CA	1928963142	
Ashleigh	Doe	F	16061977	0		CA	1034836272	
Alex	Sourdough	F	08052006	0		CA	15054493506	
John	Fryer	M	13051922	0		TX	13012523780	
Alex	Fryer	M	26091951	0		TX	14707863384	
Ben	Crisp	M	16111975	0		IA	3261261337	
Asheley	Doe	F	08041916	0		IA	5971125651	
John	Fryer	M	23091955	0		VT	8694903325	
Ashleigh	Fryer	F	02082022	0		CA	12438415590	
Thomas	Doughnut	M	09041931	0		TX	6592713822	
Ben	Curler	M	25021920	0		TX	5241496153	
Ben	Doughnut	M	07121936	0		TX	7674364928	
Lisa	Dough	F	25061937	0		VT	2894915217	
Asheley	Do	F	12071928	0		IA	17513464448	
Ashleigh	Crisp	F	12051944	0		CA	7808736757	
Asheley	Curler	F	08061982	0		TX	5347317915	
Carman	Crisp	F	18032007	0		TX	15092486967	
Lisa	Doughnut	F	27021949	0		TX	1975484501	
Alex	Sourdough	F	01091929	0		TX	6783443623	
Alex	Curler	F	16012020	0		TX	18155778584	
Alex	Fryer	F	30102013	0		VT	4008564838	
Ben	Curler	M	20102012	0		IA	3507003002	
Ben	Doe	M	12051934	0		CA	5448271664	
Alex	Doughnut	F	31101994	0		IA	1881042793	
Thomas	Curler	M	11111976	0		TX	14143617730	
Carman	Doughnut	F	01121961	0		TX	1968694784	
Thomas	Doe	M	07051919	0		VT	18542644224	
Asheley	Doe	F	20031970	0		CA	6497467311	
Todd	Doughnut	M	05051946	0		TX	8975452592	
Alex	Sourdough	F	03111931	0		TX	2016105676	
Jim	Doughnut	M	12051958	0		TX	6425203380	
Lisa	Dough	F	29081942	0		IA	16493074116	
Alex	Fryer	F	30062006	0		VT	17465493371	
Thomas	Sourdough	M	14051975	0		VT	3004055148	
Carman	Sourdough	F	28052012	0		CA	5953838034	
Alex	Sourdough	F	07062004	0		IA	4172836470	
Carman	Dough	F	09012007	0		IA	2113792127	
Asheley	Curler	F	11101992	0		VT	5366045305	
Alex	Doe	F	11072014	0		IA	8576284706	
Lisa	Sourdough	F	13101967	0		TX	5694786357	
Carman	Doe	F	19111972	0		IA	11262665308	
Carman	Crisp	F	06011953	0		VT	2933288546	
Asheley	Doe	F	03122026	0		VT	13151182538	
Carman	Sourdough	F	10122010	0		IA	8902688708	
Jim	Crisp	M	26111967	0		TX	8983167989	
Thomas	Crisp	M	22101991	0		IA	3716664344	
Alex	Doe	F	01011978	0		CA	8102041321	
Lisa	Curler	F	21011954	0		IA	1534313938	
Todd	Curler	M	05051967	0		IA	6047167422	
Ben	Doughnut	M	05061925	0		CA	12182371983	
Ashleigh	Curler	F	28062018	0		TX	5324305861	
Carman	Do	F	21081938	0		VT	8388218130	
Ben	Dough	M	13091982	0		IA	8641984417	
Ben	Doughnut	M	29122020	0		IA	7462611432	
Alex	Do	F	20112028	0		IA	1097164066	
Alex	Dough	M	23061993	0		IA	12757066681	
Alex	Fryer	M	01091976	0		VT	2951166762	
Lisa	Crisp	F	21062019	0		CA	7807807046	
Lisa	Sourdough	F	30121949	0		TX	12277301078	
Jim	Doughnut	M	14061998	0		TX	4392634876	
Jim	Doe	M	24111930	0		TX	6023853184	
Lisa	Doughnut	F	30072029	0		CA	6882125559	
Ben	Doughnut	M	17042030	0		IA	11315732588	
Carman	Do	F	24121971	0		VT	7333892912	
Ashleigh	Sourdough	F	20101956	0		VT	6388951810	
Ashleigh	Doughnut	F	29101921	0		TX	15983401300	
Lisa	Dough	F	30121963	0		TX	17857214060	
John	Sourdough	M	05112025	0		TX	8065698169	
